Identity,Variant_size
8899,1.0
8900,1.0
8901,1.0
8902,1.0
8903,1.0
8904,1.0
8905,1.0
8906,1.0
8907,1.0
8908,3.0
8909,1.0
8910,2.0
8911,1.0
8912,1.0
8913,1.0
8914,1.0
8915,1.0
8916,1.0
8917,1.0
8918,1.0
8919,1.0
8920,1.0
8921,1.0
8922,1.0
8923,1.0
8924,1.0
8925,2.0
8926,1.0
8927,1.0
8928,1.0
8929,1.0
8930,1.0
8931,1.0
8932,1.0
8933,3.0
8934,2.0
8935,1.0
8936,1.0
8937,1.0
8938,1.0
8939,1.0
8940,1.0
8941,1.0
8942,1.0
8943,1.0
8944,1.0
8945,1.0
8946,1.0
8947,1.0
8948,1.0
8949,1.0
8950,1.0
8951,4.0
8952,2.0
8953,2.0
8954,3.0
8955,3.0
8956,2.0
8957,2.0
8958,1.0
8959,1.0
8960,1.0
8961,1.0
8962,1.0
8963,1.0
8964,2.0
8965,1.0
8966,1.0
8967,1.0
8968,1.0
8969,1.0
8970,1.0
8971,1.0
8972,1.0
8973,1.0
8974,1.0
8975,1.0
8976,1.0
8977,1.0
8978,1.0
8979,1.0
8980,1.0
8981,1.0
8982,1.0
8983,1.0
8984,1.0
8985,1.0
8986,1.0
8987,1.0
8988,1.0
8989,1.0
8990,1.0
8991,1.0
8992,1.0
8993,1.0
8994,1.0
8995,1.0
8996,1.0
8997,1.0
8998,1.0
8999,1.0
9000,1.0
9001,1.0
9002,1.0
9003,1.0
9004,1.0
9005,1.0
9006,1.0
9007,1.0
9008,1.0
9009,1.0
9010,1.0
9011,1.0
9012,1.0
9013,1.0
9014,1.0
9015,1.0
9016,1.0
9017,1.0
9018,1.0
9019,1.0
9020,1.0
9021,1.0
9022,1.0
9023,1.0
9024,1.0
9025,1.0
9026,2.0
9027,2.0
9028,1.0
9029,1.0
9030,4.0
9031,2.0
9032,2.0
9033,2.0
9034,3.0
9035,3.0
9036,3.0
9037,2.0
9038,1.0
9039,1.0
9040,1.0
9041,2.0
9042,1.0
9043,1.0
9044,1.0
9045,1.0
9046,1.0
9047,1.0
9048,1.0
9049,1.0
9050,1.0
9051,1.0
9052,1.0
9053,1.0
9054,1.0
9055,1.0
9056,1.0
9057,2.0
9058,2.0
9059,1.0
9060,1.0
9061,1.0
9062,1.0
9063,1.0
9064,1.0
9065,1.0
9066,1.0
9067,1.0
9068,1.0
9069,1.0
9070,1.0
9071,1.0
9072,1.0
9073,1.0
9074,1.0
9075,1.0
9076,1.0
9077,1.0
9078,1.0
9079,1.0
9080,2.0
9081,1.0
9082,1.0
9083,1.0
9084,1.0
9085,1.0
9086,1.0
9087,1.0
9088,1.0
9089,1.0
9090,1.0
9091,1.0
9092,1.0
9093,1.0
9094,1.0
9095,1.0
9096,1.0
9097,1.0
9098,1.0
9099,2.0
9100,1.0
9101,1.0
9102,1.0
9103,3.0
9104,2.0
9105,2.0
9106,1.0
9107,1.0
9108,1.0
9109,1.0
9110,1.0
9111,1.0
9112,1.0
9113,2.0
9114,1.0
9115,3.0
9116,1.0
9117,1.0
9118,1.0
9119,2.0
9120,1.0
9121,1.0
9122,1.0
9123,1.0
9124,1.0
9125,1.0
9126,1.0
9127,1.0
9128,1.0
9129,1.0
9130,1.0
9131,1.0
9132,1.0
9133,1.0
9134,1.0
9135,1.0
9136,1.0
9137,1.0
9138,1.0
9139,1.0
9140,1.0
9141,1.0
9142,1.0
9143,4.0
9144,2.0
9145,2.0
9146,2.0
9147,2.0
9148,2.0
9149,1.0
9150,1.0
9151,1.0
9152,1.0
9153,1.0
9154,1.0
9155,1.0
9156,1.0
9157,1.0
9158,1.0
9159,1.0
9160,1.0
9161,1.0
9162,1.0
9163,1.0
9164,1.0
9165,1.0
9166,1.0
9167,1.0
9168,1.0
9169,1.0
9170,1.0
9171,1.0
9172,1.0
9173,1.0
9174,1.0
9175,1.0
9176,1.0
9177,1.0
9178,1.0
9179,1.0
9180,1.0
9181,1.0
9182,1.0
9183,1.0
9184,1.0
9185,1.0
9186,1.0
9187,1.0
9188,1.0
9189,1.0
9190,1.0
9191,1.0
9192,1.0
9193,1.0
9194,1.0
9195,1.0
9196,2.0
9197,1.0
9198,1.0
9199,1.0
9200,1.0
9201,1.0
9202,1.0
9203,1.0
9204,1.0
9205,1.0
9206,1.0
9207,1.0
9208,1.0
9209,1.0
9210,1.0
9211,1.0
9212,1.0
9213,1.0
9214,1.0
9215,1.0
9216,1.0
9217,1.0
9218,1.0
9219,1.0
9220,1.0
9221,1.0
9222,1.0
9223,1.0
9224,1.0
9225,1.0
9226,1.0
9227,1.0
9228,1.0
9229,1.0
9230,1.0
9231,2.0
9232,1.0
9233,1.0
9234,1.0
9235,1.0
9236,1.0
9237,1.0
9238,4.0
9239,2.0
9240,2.0
9241,2.0
9242,1.0
9243,1.0
9244,1.0
9245,1.0
9246,1.0
9247,1.0
9248,2.0
9249,1.0
9250,1.0
9251,1.0
9252,1.0
9253,1.0
9254,1.0
9255,1.0
9256,1.0
9257,1.0
9258,1.0
9259,1.0
9260,1.0
9261,1.0
9262,1.0
9263,1.0
9264,2.0
9265,1.0
9266,1.0
9267,1.0
9268,1.0
9269,1.0
9270,1.0
9271,1.0
9272,1.0
9273,1.0
9274,1.0
9275,1.0
9276,1.0
9277,1.0
9278,1.0
9279,1.0
9280,1.0
9281,1.0
9282,1.0
9283,1.0
9284,1.0
9285,1.0
9286,1.0
9287,1.0
9288,1.0
9289,1.0
9290,1.0
9291,1.0
9292,1.0
9293,1.0
9294,1.0
9295,1.0
9296,1.0
9297,1.0
9298,1.0
9299,1.0
9300,1.0
9301,1.0
9302,1.0
9303,1.0
9304,1.0
9305,1.0
9306,1.0
9307,1.0
9308,1.0
9309,1.0
9310,1.0
9311,1.0
9312,1.0
9313,2.0
9314,1.0
9315,2.0
9316,2.0
9317,2.0
9318,1.0
9319,1.0
9320,1.0
9321,1.0
9322,1.0
9323,1.0
9324,1.0
9325,2.0
9326,3.0
9327,1.0
9328,1.0
9329,1.0
9330,1.0
9331,1.0
9332,1.0
9333,1.0
9334,1.0
9335,1.0
9336,1.0
9337,1.0
9338,1.0
9339,1.0
9340,1.0
9341,1.0
9342,1.0
9343,1.0
9344,1.0
9345,1.0
9346,1.0
9347,1.0
9348,1.0
9349,1.0
9350,1.0
9351,2.0
9352,1.0
9353,1.0
9354,1.0
9355,1.0
9356,1.0
9357,1.0
9358,1.0
9359,1.0
9360,1.0
9361,1.0
9362,1.0
9363,1.0
9364,1.0
9365,1.0
9366,1.0
9367,1.0
9368,1.0
9369,1.0
9370,1.0
9371,1.0
9372,1.0
9373,1.0
9374,1.0
9375,1.0
9376,1.0
9377,1.0
9378,1.0
9379,2.0
9380,1.0
9381,3.0
9382,2.0
9383,2.0
9384,2.0
9385,1.0
9386,1.0
9387,1.0
9388,1.0
9389,1.0
9390,1.0
9391,1.0
9392,1.0
9393,1.0
9394,1.0
9395,1.0
9396,1.0
9397,1.0
9398,1.0
9399,1.0
9400,1.0
9401,1.0
9402,1.0
9403,1.0
9404,1.0
9405,1.0
9406,1.0
9407,1.0
9408,1.0
9409,2.0
9410,2.0
9411,2.0
9412,2.0
9413,2.0
9414,1.0
9415,1.0
9416,2.0
9417,1.0
9418,1.0
9419,1.0
9420,1.0
9421,1.0
9422,2.0
9423,1.0
9424,1.0
9425,1.0
9426,1.0
9427,1.0
9428,1.0
9429,1.0
9430,1.0
9431,1.0
9432,1.0
9433,1.0
9434,1.0
9435,1.0
9436,1.0
9437,1.0
9438,1.0
9439,1.0
9440,1.0
9441,1.0
9442,1.0
9443,1.0
9444,1.0
9445,2.0
9446,2.0
9447,3.0
9448,1.0
9449,1.0
9450,1.0
9451,1.0
9452,1.0
9453,1.0
9454,1.0
9455,1.0
9456,1.0
9457,1.0
9458,1.0
9459,1.0
9460,1.0
9461,1.0
9462,1.0
9463,1.0
9464,1.0
9465,1.0
9466,1.0
9467,1.0
9468,1.0
9469,1.0
9470,1.0
9471,1.0
9472,1.0
9473,1.0
9474,1.0
9475,1.0
9476,1.0
9477,1.0
9478,2.0
9479,1.0
9480,1.0
9481,1.0
9482,1.0
9483,1.0
9484,1.0
9485,1.0
9486,1.0
9487,1.0
9488,1.0
9489,1.0
9490,1.0
9491,1.0
9492,1.0
9493,1.0
9494,1.0
9495,1.0
9496,1.0
9497,1.0
9498,2.0
9499,1.0
9500,1.0
9501,3.0
9502,2.0
9503,2.0
9504,1.0
9505,2.0
9506,1.0
9507,1.0
9508,1.0
9509,1.0
9510,2.0
9511,1.0
9512,1.0
9513,1.0
9514,2.0
9515,1.0
9516,2.0
9517,1.0
9518,1.0
9519,1.0
9520,1.0
9521,1.0
9522,1.0
9523,1.0
9524,1.0
9525,1.0
9526,1.0
9527,1.0
9528,1.0
9529,1.0
9530,1.0
9531,1.0
9532,1.0
9533,3.0
9534,1.0
9535,1.0
9536,1.0
9537,1.0
9538,1.0
9539,1.0
9540,1.0
9541,1.0
9542,1.0
9543,1.0
9544,1.0
9545,1.0
9546,1.0
9547,1.0
9548,1.0
9549,1.0
9550,1.0
9551,1.0
9552,1.0
9553,1.0
9554,1.0
9555,1.0
9556,1.0
9557,1.0
9558,1.0
9559,1.0
9560,1.0
9561,1.0
9562,1.0
9563,1.0
9564,1.0
9565,1.0
9566,1.0
9567,2.0
9568,2.0
9569,1.0
9570,1.0
9571,1.0
9572,1.0
9573,1.0
9574,1.0
9575,1.0
9576,1.0
9577,1.0
9578,1.0
9579,1.0
9580,1.0
9581,1.0
9582,1.0
9583,1.0
9584,1.0
9585,1.0
9586,1.0
9587,1.0
9588,1.0
9589,1.0
9590,1.0
9591,1.0
9592,3.0
9593,4.0
9594,3.0
9595,3.0
9596,2.0
9597,1.0
9598,1.0
9599,1.0
9600,1.0
9601,1.0
9602,1.0
9603,1.0
9604,1.0
9605,1.0
9606,1.0
9607,2.0
9608,2.0
9609,1.0
9610,1.0
9611,1.0
9612,1.0
9613,1.0
9614,1.0
9615,1.0
9616,1.0
9617,1.0
9618,1.0
9619,1.0
9620,2.0
9621,1.0
9622,1.0
9623,1.0
9624,1.0
9625,1.0
9626,1.0
9627,1.0
9628,1.0
9629,1.0
9630,1.0
9631,1.0
9632,1.0
9633,1.0
9634,1.0
9635,1.0
9636,1.0
9637,1.0
9638,1.0
9639,1.0
9640,1.0
9641,1.0
9642,1.0
9643,1.0
9644,1.0
9645,1.0
9646,1.0
9647,1.0
9648,1.0
9649,1.0
9650,2.0
9651,2.0
9652,3.0
9653,2.0
9654,1.0
9655,1.0
9656,1.0
9657,1.0
9658,1.0
9659,1.0
9660,1.0
9661,1.0
9662,1.0
9663,1.0
9664,1.0
9665,1.0
9666,1.0
9667,1.0
9668,1.0
9669,1.0
9670,1.0
9671,2.0
9672,2.0
9673,2.0
9674,2.0
9675,2.0
9676,2.0
9677,1.0
9678,1.0
9679,1.0
9680,1.0
9681,1.0
9682,3.0
9683,2.0
9684,2.0
9685,1.0
9686,1.0
9687,1.0
9688,1.0
9689,1.0
9690,2.0
9691,1.0
9692,1.0
9693,1.0
9694,1.0
9695,1.0
9696,1.0
9697,1.0
9698,1.0
9699,1.0
9700,1.0
9701,1.0
9702,1.0
9703,1.0
9704,1.0
9705,2.0
9706,2.0
9707,2.0
9708,3.0
9709,3.0
9710,1.0
9711,1.0
9712,1.0
9713,1.0
9714,1.0
9715,1.0
9716,1.0
9717,1.0
9718,1.0
9719,1.0
9720,1.0
9721,1.0
9722,1.0
9723,1.0
9724,1.0
9725,1.0
9726,1.0
9727,1.0
9728,1.0
9729,1.0
9730,1.0
9731,1.0
9732,1.0
9733,1.0
9734,1.0
9735,1.0
9736,1.0
9737,1.0
9738,1.0
9739,1.0
9740,1.0
9741,1.0
9742,1.0
9743,1.0
9744,3.0
9745,3.0
9746,2.0
9747,2.0
9748,1.0
9749,1.0
9750,1.0
9751,1.0
9752,1.0
9753,1.0
9754,1.0
9755,1.0
9756,1.0
9757,1.0
9758,1.0
9759,1.0
9760,1.0
9761,1.0
9762,1.0
9763,1.0
9764,1.0
9765,1.0
9766,1.0
9767,1.0
9768,1.0
9769,1.0
9770,1.0
9771,1.0
9772,1.0
9773,2.0
9774,2.0
9775,2.0
9776,3.0
9777,1.0
9778,1.0
9779,1.0
9780,3.0
9781,1.0
9782,3.0
9783,1.0
9784,1.0
9785,1.0
9786,1.0
9787,2.0
9788,2.0
9789,2.0
9790,1.0
9791,1.0
9792,1.0
9793,1.0
9794,1.0
9795,1.0
9796,1.0
9797,1.0
9798,1.0
9799,1.0
9800,1.0
9801,3.0
9802,2.0
9803,2.0
9804,1.0
9805,1.0
9806,1.0
9807,1.0
9808,1.0
9809,1.0
9810,1.0
9811,1.0
9812,1.0
9813,1.0
9814,1.0
9815,1.0
9816,1.0
9817,1.0
9818,1.0
9819,1.0
9820,1.0
9821,1.0
9822,1.0
9823,1.0
9824,1.0
9825,1.0
9826,1.0
9827,1.0
9828,1.0
9829,1.0
9830,1.0
9831,1.0
9832,1.0
9833,2.0
9834,1.0
9835,1.0
9836,1.0
9837,1.0
9838,1.0
9839,1.0
9840,1.0
9841,1.0
9842,1.0
9843,1.0
9844,1.0
9845,1.0
9846,1.0
9847,1.0
9848,1.0
9849,1.0
9850,1.0
9851,1.0
9852,1.0
9853,1.0
9854,1.0
9855,1.0
9856,1.0
9857,1.0
9858,1.0
9859,1.0
9860,1.0
9861,1.0
9862,1.0
9863,1.0
9864,1.0
9865,1.0
9866,1.0
9867,1.0
9868,1.0
9869,1.0
9870,2.0
9871,1.0
9872,2.0
9873,1.0
9874,2.0
9875,2.0
9876,4.0
9877,2.0
9878,2.0
9879,1.0
9880,3.0
9881,1.0
9882,1.0
9883,1.0
9884,1.0
9885,1.0
9886,2.0
9887,1.0
9888,1.0
9889,1.0
9890,1.0
9891,1.0
9892,1.0
9893,1.0
9894,2.0
9895,2.0
9896,2.0
9897,4.0
9898,1.0
9899,1.0
9900,1.0
9901,1.0
9902,1.0
9903,1.0
9904,1.0
9905,1.0
9906,1.0
9907,1.0
9908,1.0
9909,1.0
9910,1.0
9911,1.0
9912,1.0
9913,1.0
9914,1.0
9915,1.0
9916,1.0
9917,1.0
9918,1.0
9919,1.0
9920,1.0
9921,1.0
9922,1.0
9923,1.0
9924,1.0
9925,1.0
9926,1.0
9927,1.0
9928,1.0
9929,2.0
9930,1.0
9931,1.0
9932,1.0
9933,1.0
9934,1.0
9935,1.0
9936,1.0
9937,1.0
9938,1.0
9939,1.0
9940,1.0
9941,1.0
9942,1.0
9943,1.0
9944,1.0
9945,1.0
9946,1.0
9947,1.0
9948,1.0
9949,1.0
9950,1.0
9951,1.0
9952,1.0
9953,1.0
9954,1.0
9955,1.0
9956,1.0
9957,1.0
9958,1.0
9959,1.0
9960,1.0
9961,1.0
9962,1.0
9963,1.0
9964,1.0
9965,1.0
9966,1.0
9967,1.0
9968,1.0
9969,1.0
9970,1.0
9971,1.0
9972,1.0
9973,1.0
9974,1.0
9975,2.0
9976,2.0
9977,1.0
9978,2.0
9979,2.0
9980,1.0
9981,1.0
9982,1.0
9983,3.0
9984,2.0
9985,2.0
9986,1.0
9987,1.0
9988,1.0
9989,1.0
9990,1.0
9991,1.0
9992,2.0
9993,1.0
9994,1.0
9995,1.0
9996,1.0
9997,1.0
9998,4.0
9999,3.0
10000,1.0
10001,1.0
10002,1.0
10003,1.0
10004,1.0
10005,1.0
10006,1.0
10007,1.0
10008,1.0
10009,1.0
10010,1.0
10011,1.0
10012,1.0
10013,1.0
10014,1.0
10015,1.0
10016,1.0
10017,1.0
10018,1.0
10019,1.0
10020,1.0
10021,1.0
10022,1.0
10023,1.0
10024,1.0
10025,1.0
10026,1.0
10027,1.0
10028,1.0
10029,1.0
10030,1.0
10031,1.0
10032,1.0
10033,1.0
10034,1.0
10035,1.0
10036,1.0
10037,1.0
10038,1.0
10039,1.0
10040,1.0
10041,1.0
10042,1.0
10043,1.0
10044,1.0
10045,1.0
10046,1.0
10047,1.0
10048,1.0
10049,1.0
10050,1.0
10051,1.0
10052,1.0
10053,1.0
10054,1.0
10055,1.0
10056,1.0
10057,1.0
10058,1.0
10059,1.0
10060,1.0
10061,1.0
10062,1.0
10063,2.0
10064,2.0
10065,2.0
10066,2.0
10067,1.0
10068,2.0
10069,4.0
10070,3.0
10071,2.0
10072,2.0
10073,1.0
10074,1.0
10075,1.0
10076,1.0
10077,1.0
10078,1.0
10079,2.0
10080,2.0
10081,2.0
10082,1.0
10083,1.0
10084,1.0
10085,1.0
10086,2.0
10087,3.0
10088,2.0
10089,1.0
10090,1.0
10091,1.0
10092,1.0
10093,1.0
10094,1.0
10095,1.0
10096,1.0
10097,1.0
10098,1.0
10099,1.0
10100,1.0
10101,1.0
10102,1.0
10103,1.0
10104,1.0
10105,1.0
10106,1.0
10107,1.0
10108,1.0
10109,1.0
10110,1.0
10111,1.0
10112,1.0
10113,1.0
10114,1.0
10115,1.0
10116,1.0
10117,1.0
10118,1.0
10119,1.0
10120,1.0
10121,1.0
10122,1.0
10123,1.0
10124,1.0
10125,1.0
10126,3.0
10127,3.0
10128,1.0
10129,1.0
10130,1.0
10131,3.0
10132,2.0
10133,2.0
10134,2.0
10135,3.0
10136,1.0
10137,1.0
10138,1.0
10139,1.0
10140,1.0
10141,1.0
10142,2.0
10143,1.0
10144,1.0
10145,1.0
10146,1.0
10147,4.0
10148,2.0
10149,2.0
10150,1.0
10151,1.0
10152,1.0
10153,1.0
10154,1.0
10155,1.0
10156,1.0
10157,1.0
10158,1.0
10159,1.0
10160,1.0
10161,1.0
10162,1.0
10163,1.0
10164,1.0
10165,1.0
10166,1.0
10167,1.0
10168,1.0
10169,1.0
10170,2.0
10171,2.0
10172,1.0
10173,1.0
10174,1.0
10175,1.0
10176,1.0
10177,1.0
10178,1.0
10179,1.0
10180,1.0
10181,1.0
10182,1.0
10183,1.0
10184,1.0
10185,1.0
10186,1.0
10187,1.0
10188,1.0
10189,1.0
10190,1.0
10191,1.0
10192,1.0
10193,1.0
10194,1.0
10195,1.0
10196,2.0
10197,1.0
10198,1.0
10199,1.0
10200,1.0
10201,1.0
10202,1.0
10203,1.0
10204,1.0
10205,1.0
10206,1.0
10207,1.0
10208,1.0
10209,1.0
10210,2.0
10211,2.0
10212,3.0
10213,4.0
10214,2.0
10215,2.0
10216,2.0
10217,1.0
10218,1.0
10219,1.0
10220,1.0
10221,1.0
10222,1.0
10223,2.0
10224,3.0
10225,3.0
10226,3.0
10227,1.0
10228,2.0
10229,1.0
10230,2.0
10231,3.0
10232,1.0
10233,1.0
10234,1.0
10235,1.0
10236,1.0
10237,1.0
10238,1.0
10239,1.0
10240,1.0
10241,1.0
10242,1.0
10243,1.0
10244,2.0
10245,2.0
10246,3.0
10247,2.0
10248,1.0
10249,1.0
10250,1.0
10251,1.0
10252,1.0
10253,1.0
10254,1.0
10255,1.0
10256,1.0
10257,1.0
10258,1.0
10259,1.0
10260,1.0
10261,1.0
10262,1.0
10263,1.0
10264,1.0
10265,1.0
10266,1.0
10267,1.0
10268,1.0
10269,1.0
10270,1.0
10271,1.0
10272,1.0
10273,1.0
10274,1.0
10275,1.0
10276,1.0
10277,1.0
10278,1.0
10279,1.0
10280,1.0
10281,1.0
10282,1.0
10283,1.0
10284,1.0
10285,1.0
10286,1.0
10287,1.0
10288,1.0
10289,1.0
10290,1.0
10291,1.0
10292,1.0
10293,2.0
10294,1.0
10295,2.0
10296,2.0
10297,2.0
10298,3.0
10299,3.0
10300,3.0
10301,3.0
10302,1.0
10303,1.0
10304,1.0
10305,1.0
10306,2.0
10307,2.0
10308,1.0
10309,1.0
10310,1.0
10311,1.0
10312,1.0
10313,1.0
10314,1.0
10315,1.0
10316,4.0
10317,4.0
10318,1.0
10319,1.0
10320,1.0
10321,1.0
10322,1.0
10323,1.0
10324,1.0
10325,1.0
10326,1.0
10327,2.0
10328,2.0
10329,1.0
10330,1.0
10331,1.0
10332,1.0
10333,1.0
10334,1.0
10335,1.0
10336,1.0
10337,1.0
10338,1.0
10339,1.0
10340,1.0
10341,1.0
10342,1.0
10343,1.0
10344,1.0
10345,1.0
10346,1.0
10347,2.0
10348,1.0
10349,1.0
10350,1.0
10351,1.0
10352,1.0
10353,1.0
10354,1.0
10355,1.0
10356,2.0
10357,1.0
10358,2.0
10359,1.0
10360,4.0
10361,3.0
10362,2.0
10363,2.0
10364,1.0
10365,1.0
10366,1.0
10367,2.0
10368,3.0
10369,3.0
10370,1.0
10371,1.0
10372,2.0
10373,2.0
10374,1.0
10375,1.0
10376,1.0
10377,1.0
10378,1.0
10379,1.0
10380,1.0
10381,1.0
10382,1.0
10383,1.0
10384,1.0
10385,1.0
10386,1.0
10387,1.0
10388,1.0
10389,1.0
10390,1.0
10391,1.0
10392,1.0
10393,1.0
10394,1.0
10395,1.0
10396,1.0
10397,2.0
10398,3.0
10399,1.0
10400,1.0
10401,1.0
10402,1.0
10403,1.0
10404,1.0
10405,1.0
10406,1.0
10407,1.0
10408,1.0
10409,1.0
10410,1.0
10411,1.0
10412,1.0
10413,1.0
10414,1.0
10415,1.0
10416,1.0
10417,1.0
10418,1.0
10419,1.0
10420,1.0
10421,1.0
10422,1.0
10423,1.0
10424,1.0
10425,1.0
10426,1.0
10427,1.0
10428,1.0
10429,1.0
10430,1.0
10431,1.0
10432,1.0
10433,1.0
10434,1.0
10435,1.0
10436,1.0
10437,1.0
10438,2.0
10439,3.0
10440,3.0
10441,2.0
10442,4.0
10443,2.0
10444,3.0
10445,3.0
10446,3.0
10447,3.0
10448,3.0
10449,3.0
10450,4.0
10451,4.0
10452,4.0
10453,4.0
10454,2.0
10455,1.0
10456,1.0
10457,1.0
10458,2.0
10459,3.0
10460,3.0
10461,1.0
10462,1.0
10463,2.0
10464,3.0
10465,3.0
10466,1.0
10467,1.0
10468,1.0
10469,1.0
10470,1.0
10471,1.0
10472,1.0
10473,1.0
10474,1.0
10475,1.0
10476,1.0
10477,1.0
10478,2.0
10479,3.0
10480,1.0
10481,1.0
10482,1.0
10483,1.0
10484,1.0
10485,1.0
10486,1.0
10487,1.0
10488,1.0
10489,1.0
10490,1.0
10491,1.0
10492,1.0
10493,1.0
10494,1.0
10495,1.0
10496,1.0
10497,1.0
10498,1.0
10499,1.0
10500,1.0
10501,1.0
10502,1.0
10503,1.0
10504,1.0
10505,1.0
10506,1.0
10507,1.0
10508,1.0
10509,1.0
10510,1.0
10511,1.0
10512,1.0
10513,1.0
10514,1.0
10515,1.0
10516,1.0
10517,1.0
10518,1.0
10519,1.0
10520,1.0
10521,1.0
10522,1.0
10523,1.0
10524,1.0
10525,1.0
10526,1.0
10527,1.0
10528,2.0
10529,1.0
10530,1.0
10531,1.0
10532,1.0
10533,1.0
10534,1.0
10535,1.0
10536,2.0
10537,3.0
10538,3.0
10539,3.0
10540,1.0
10541,1.0
10542,1.0
10543,1.0
10544,1.0
10545,1.0
10546,2.0
10547,1.0
10548,3.0
10549,1.0
10550,1.0
10551,1.0
10552,3.0
10553,2.0
10554,3.0
10555,1.0
10556,1.0
10557,1.0
10558,1.0
10559,1.0
10560,1.0
10561,1.0
10562,1.0
10563,1.0
10564,1.0
10565,1.0
10566,1.0
10567,1.0
10568,1.0
10569,1.0
10570,1.0
10571,1.0
10572,1.0
10573,1.0
10574,1.0
10575,1.0
10576,3.0
10577,2.0
10578,2.0
10579,1.0
10580,1.0
10581,1.0
10582,1.0
10583,1.0
10584,1.0
10585,1.0
10586,1.0
10587,1.0
10588,1.0
10589,1.0
10590,1.0
10591,1.0
10592,1.0
10593,1.0
10594,1.0
10595,1.0
10596,1.0
10597,1.0
10598,1.0
10599,2.0
10600,2.0
10601,1.0
10602,1.0
10603,1.0
10604,1.0
10605,1.0
10606,1.0
10607,1.0
10608,2.0
10609,1.0
10610,2.0
10611,3.0
10612,3.0
10613,3.0
10614,3.0
10615,3.0
10616,4.0
10617,1.0
10618,1.0
10619,1.0
10620,2.0
10621,3.0
10622,1.0
10623,1.0
10624,1.0
10625,2.0
10626,2.0
10627,1.0
10628,1.0
10629,4.0
10630,2.0
10631,1.0
10632,1.0
10633,1.0
10634,1.0
10635,1.0
10636,1.0
10637,1.0
10638,1.0
10639,1.0
10640,1.0
10641,1.0
10642,1.0
10643,1.0
10644,1.0
10645,1.0
10646,1.0
10647,1.0
10648,1.0
10649,1.0
10650,1.0
10651,1.0
10652,1.0
10653,1.0
10654,1.0
10655,1.0
10656,1.0
10657,1.0
10658,1.0
10659,1.0
10660,1.0
10661,1.0
10662,1.0
10663,1.0
10664,1.0
10665,1.0
10666,1.0
10667,1.0
10668,1.0
10669,1.0
10670,1.0
10671,1.0
10672,1.0
10673,2.0
10674,4.0
10675,3.0
10676,1.0
10677,3.0
10678,2.0
10679,4.0
10680,2.0
10681,3.0
10682,3.0
10683,3.0
10684,3.0
10685,3.0
10686,3.0
10687,1.0
10688,1.0
10689,1.0
10690,1.0
10691,1.0
10692,2.0
10693,2.0
10694,2.0
10695,1.0
10696,1.0
10697,2.0
10698,2.0
10699,2.0
10700,2.0
10701,1.0
10702,1.0
10703,2.0
10704,2.0
10705,1.0
10706,1.0
10707,1.0
10708,4.0
10709,2.0
10710,1.0
10711,1.0
10712,1.0
10713,1.0
10714,1.0
10715,1.0
10716,1.0
10717,1.0
10718,1.0
10719,1.0
10720,1.0
10721,1.0
10722,1.0
10723,1.0
10724,1.0
10725,1.0
10726,1.0
10727,2.0
10728,2.0
10729,1.0
10730,1.0
10731,1.0
10732,1.0
10733,1.0
10734,1.0
10735,1.0
10736,1.0
10737,1.0
10738,1.0
10739,1.0
10740,1.0
10741,1.0
10742,1.0
10743,2.0
10744,1.0
10745,1.0
10746,1.0
10747,1.0
10748,1.0
10749,3.0
10750,3.0
10751,3.0
10752,3.0
10753,3.0
10754,3.0
10755,3.0
10756,3.0
10757,3.0
10758,3.0
10759,4.0
10760,2.0
10761,2.0
10762,1.0
10763,1.0
10764,1.0
10765,2.0
10766,3.0
10767,2.0
10768,1.0
10769,1.0
10770,1.0
10771,2.0
10772,2.0
10773,1.0
10774,1.0
10775,1.0
10776,3.0
10777,3.0
10778,1.0
10779,1.0
10780,1.0
10781,1.0
10782,1.0
10783,1.0
10784,1.0
10785,1.0
10786,1.0
10787,1.0
10788,1.0
10789,1.0
10790,1.0
10791,1.0
10792,1.0
10793,1.0
10794,1.0
10795,1.0
10796,1.0
10797,1.0
10798,1.0
10799,1.0
10800,1.0
10801,1.0
10802,1.0
10803,3.0
10804,4.0
10805,4.0
10806,1.0
10807,1.0
10808,1.0
10809,1.0
10810,1.0
10811,1.0
10812,1.0
10813,1.0
10814,1.0
10815,1.0
10816,1.0
10817,1.0
10818,2.0
10819,1.0
10820,1.0
10821,1.0
10822,1.0
10823,1.0
10824,1.0
10825,1.0
10826,1.0
10827,1.0
10828,1.0
10829,1.0
10830,1.0
10831,1.0
10832,2.0
10833,3.0
10834,2.0
10835,2.0
10836,3.0
10837,3.0
10838,3.0
10839,3.0
10840,3.0
10841,3.0
10842,3.0
10843,3.0
10844,3.0
10845,3.0
10846,3.0
10847,3.0
10848,3.0
10849,3.0
10850,3.0
10851,3.0
10852,3.0
10853,3.0
10854,3.0
10855,3.0
10856,2.0
10857,1.0
10858,2.0
10859,3.0
10860,2.0
10861,2.0
10862,2.0
10863,1.0
10864,2.0
10865,2.0
10866,2.0
10867,1.0
10868,2.0
10869,2.0
10870,1.0
10871,1.0
10872,4.0
10873,2.0
10874,4.0
10875,4.0
10876,1.0
10877,1.0
10878,1.0
10879,1.0
10880,1.0
10881,1.0
10882,1.0
10883,1.0
10884,2.0
10885,4.0
10886,1.0
10887,1.0
10888,1.0
10889,1.0
10890,1.0
10891,1.0
10892,1.0
10893,1.0
10894,1.0
10895,1.0
10896,1.0
